ds;y
2010-10-05_09;1.072704255
2010-10-05_10;1.110093617
2010-10-05_11;1.154948936
2010-10-05_12;1.158965957
2010-10-05_13;1.306344681
2010-10-05_14;1.119991489
2010-10-05_15;1.123382979
2010-10-05_16;1.301423404
2010-10-05_17;1.384204255
2010-10-05_18;1.388429787
2010-10-05_19;1.546159574
2010-10-05_20;1.762661702
2010-10-05_21;1.69552766
2010-10-05_22;1.608351064
2010-10-05_23;1.399744681
2010-10-06_00;1.038689362
2010-10-06_01;0.668387234
2010-10-06_02;0.540929787
2010-10-06_03;0.498095745
2010-10-06_04;0.471012766
2010-10-06_05;0.464970213
2010-10-06_06;0.533876596
2010-10-06_07;0.662968085
2010-10-06_08;1.050397872
2010-10-06_09;1.114814894
2010-10-06_10;1.129176596
2010-10-06_11;1.208097872
2010-10-06_12;1.33197234
2010-10-06_13;1.392487234
2010-10-06_14;1.250319149
2010-10-06_15;1.280321277
2010-10-06_17;1.307085106
2010-10-06_18;1.418240426
2010-10-06_19;1.513457447
2010-10-06_20;1.738159574
2010-10-06_21;1.764631915
2010-10-06_22;1.654738298
2010-10-07_00;1.033285106
2010-10-07_01;0.702397872
2010-10-07_03;0.505853191
2010-10-07_04;0.472761702
2010-10-07_05;0.4692
2010-10-07_06;0.517806383
2010-10-07_07;0.669729787
2010-10-07_08;1.03036383
2010-10-07_09;1.117674468
2010-10-07_10;1.085825532
2010-10-07_11;1.137340426
2010-10-07_12;1.196204255
2010-10-07_13;1.327280851
2010-10-07_14;1.208823404
2010-10-07_16;1.25403617
2010-10-07_17;1.294440426
2010-10-07_18;1.33683617
2010-10-07_19;1.549302128
2010-10-07_20;1.706295745
2010-10-07_21;1.7934
2010-10-07_22;1.713351064
2010-10-07_23;1.372704255
2010-10-08_00;1.119721277
2010-10-08_01;0.735046809
2010-10-08_02;0.595308511
2010-10-08_03;0.534417021
2010-10-08_04;0.507325532
2010-10-08_05;0.499480851
2010-10-08_06;0.572542553
2010-10-08_07;0.698368085
2010-10-08_08;1.106480851
2010-10-08_09;1.089017021
2010-10-08_10;1.147480851
2010-10-08_11;1.099119149
2010-10-08_12;1.151280851
2010-10-08_13;1.323355319
2010-10-08_14;1.228140426
2010-10-08_15;1.213565957
2010-10-08_16;1.301814894
2010-10-08_18;1.379902128
2010-10-08_19;1.521076596
2010-10-08_20;1.711921277
2010-10-08_21;1.635589362
2010-10-08_22;1.577304255
2010-10-08_23;1.439525532
2010-10-09_00;1.11055414
2010-10-09_01;0.808641189
2010-10-09_02;0.637346072
2010-10-09_03;0.574819533
2010-10-09_04;0.517159236
2010-10-09_05;0.514212314
2010-10-09_06;0.528397028
2010-10-09_08;0.733524416
2010-10-09_09;0.973307856
2010-10-09_10;1.24555414
2010-10-09_11;1.405687898
2010-10-09_12;1.533428875
2010-10-09_13;1.613229299
2010-10-09_14;1.526352442
2010-10-09_15;1.367694268
2010-10-09_16;1.425420382
2010-10-09_17;1.432643312
2010-10-09_18;1.484216561
2010-10-09_19;1.720008493
2010-10-09_20;1.769244161
2010-10-09_21;1.760025478
2010-10-09_23;1.452254777
2010-10-10_00;1.025010616
2010-10-10_01;0.821133758
2010-10-10_02;0.659868365
2010-10-10_03;0.596670913
2010-10-10_04;0.531339703
2010-10-10_05;0.511267516
2010-10-10_07;0.529462845
2010-10-10_08;0.707350318
2010-10-10_09;0.96618259
2010-10-10_10;1.355350318
2010-10-10_11;1.468435244
2010-10-10_12;1.647380042
2010-10-10_13;1.897038217
2010-10-10_14;1.73781741
2010-10-10_15;1.483781316
2010-10-10_16;1.407872611
2010-10-10_17;1.313246285
2010-10-10_18;1.356322718
2010-10-10_19;1.633728238
2010-10-10_20;1.770681529
2010-10-10_21;1.785794055
2010-10-10_22;1.631791932
2010-10-10_23;1.38066879
2010-10-11_00;0.981220807
2010-10-11_01;0.706360934
2010-10-11_02;0.564719745
2010-10-11_03;0.515747346
2010-10-11_04;0.487902335
2010-10-11_05;0.50256051
2010-10-11_06;0.558312102
2010-10-11_07;0.685641189
2010-10-11_08;1.018715499
2010-10-11_09;1.123282378
2010-10-11_10;1.126723992
2010-10-11_11;1.10077707
2010-10-11_12;1.170828025
2010-10-11_13;1.317065817
2010-10-11_14;1.183766454
2010-10-11_15;1.26237155
2010-10-11_16;1.329341826
2010-10-11_17;1.402469214
2010-10-11_18;1.427883227
2010-10-11_19;1.558414013
2010-10-11_20;1.727496815
2010-10-11_21;1.708186837
2010-10-11_22;1.645624204
2010-10-11_23;1.438135881
2010-10-12_01;0.69143949
2010-10-12_02;0.572282378
2010-10-12_03;0.504288747
2010-10-12_04;0.479135881
2010-10-12_05;0.495129512
2010-10-12_06;0.551133758
2010-10-12_07;0.696834395
2010-10-12_08;1.032751592
2010-10-12_09;1.07447983
2010-10-12_10;1.027866242
2010-10-12_11;1.041082803
2010-10-12_12;1.131392781
2010-10-12_13;1.268995754
2010-10-12_14;1.275870488
2010-10-12_15;1.187229299
2010-10-12_16;1.275585987
2010-10-12_17;1.31073673
2010-10-12_18;1.391526539
2010-10-12_19;1.605150743
2010-10-12_20;1.799651805
2010-10-12_21;1.712214437
2010-10-12_22;1.672906582
2010-10-12_23;1.419898089
2010-10-13_00;1.087993631
2010-10-13_01;0.734169851
2010-10-13_02;0.565441614
2010-10-13_03;0.522424628
2010-10-13_04;0.506864119
2010-10-13_05;0.501333333
2010-10-13_06;0.527471338
2010-10-13_07;0.680443737
2010-10-13_08;1.051524416
2010-10-13_09;1.113562633
2010-10-13_10;1.131133758
2010-10-13_11;1.113409766
2010-10-13_12;1.249923567
2010-10-13_13;1.37359448
2010-10-13_14;1.301569002
2010-10-13_15;1.316936306
2010-10-13_16;1.407730361
2010-10-13_17;1.381244161
2010-10-13_18;1.489358811
2010-10-13_19;1.596303609
2010-10-13_20;1.837874735
2010-10-13_21;1.808530786
2010-10-13_22;1.68258811
2010-10-13_23;1.472951168
2010-10-14_00;1.081470213
2010-10-14_01;0.721331915
2010-10-14_02;0.576274468
2010-10-14_03;0.507814894
2010-10-14_04;0.47266383
2010-10-14_05;0.508459574
2010-10-14_06;0.515506383
2010-10-14_07;0.663442553
2010-10-14_08;1.09456383
2010-10-14_09;1.19352766
2010-10-14_10;1.128546809
2010-10-14_11;1.081965957
2010-10-14_12;1.172655319
2010-10-14_13;1.398
2010-10-14_14;1.308751064
2010-10-14_15;1.243108511
2010-10-14_16;1.346238298
2010-10-14_17;1.399738298
2010-10-14_18;1.591134043
2010-10-14_19;1.594744681
2010-10-14_20;1.791112766
2010-10-14_21;1.73327234
2010-10-14_22;1.628534043
2010-10-14_23;1.446942553
2010-10-15_00;1.118546809
2010-10-15_01;0.702368085
2010-10-15_02;0.552385106
2010-10-15_03;0.485555319
2010-10-15_04;0.468297872
2010-10-15_06;0.549519149
2010-10-15_07;0.687878723
2010-10-15_08;1.041387234
2010-10-15_09;1.113765957
2010-10-15_10;1.131589362
2010-10-15_11;1.106880851
2010-10-15_12;1.269080851
2010-10-15_13;1.387138298
2010-10-15_14;1.174878723
2010-10-15_15;1.227910638
2010-10-15_17;1.435804255
2010-10-15_18;1.481148936
2010-10-15_19;1.779470213
2010-10-15_20;1.709644681
2010-10-15_22;1.637861702
2010-10-15_23;1.485085106
2010-10-16_00;1.165604255
2010-10-16_01;0.819059574
2010-10-16_02;0.624153191
2010-10-16_03;0.546387234
2010-10-16_04;0.516544681
2010-10-16_05;0.508006383
2010-10-16_06;0.516270213
2010-10-16_07;0.574557447
2010-10-16_08;0.719946809
2010-10-16_09;1.027851064
2010-10-16_10;1.29557234
2010-10-16_11;1.487791489
2010-10-16_12;1.606278723
2010-10-16_13;1.735048936
2010-10-16_14;1.582985106
2010-10-16_15;1.467212766
2010-10-16_16;1.428291489
2010-10-16_17;1.426702128
2010-10-16_18;1.581370213
2010-10-16_19;1.854234043
2010-10-16_20;1.814134043
2010-10-16_21;1.679044681
2010-10-16_22;1.595657447
2010-10-16_23;1.461534043
2010-10-17_00;1.065470213
2010-10-17_01;0.803665957
2010-10-17_02;0.650410638
2010-10-17_03;0.592940426
2010-10-17_04;0.525070213
2010-10-17_05;0.500078723
2010-10-17_06;0.498814894
2010-10-17_07;0.525461702
2010-10-17_08;0.635578723
2010-10-17_09;0.993561702
2010-10-17_10;1.354308511
2010-10-17_11;1.526219149
2010-10-17_12;1.783689362
2010-10-17_13;1.928912766
2010-10-17_14;1.7847
2010-10-17_16;1.368019149
2010-10-17_18;1.348695745
2010-10-17_19;1.70503617
2010-10-17_20;1.843425532
2010-10-17_21;1.758446809
2010-10-17_22;1.649897872
2010-10-18_01;0.722481876
2010-10-18_02;0.588880597
2010-10-18_03;0.529328358
2010-10-18_04;0.458667377
2010-10-18_07;0.628518124
2010-10-18_08;1.034055437
2010-10-18_09;1.111567164
2010-10-18_10;1.148601279
2010-10-18_11;1.185673774
2010-10-18_12;1.307793177
2010-10-18_13;1.478552239
2010-10-18_14;1.373012793
2010-10-18_15;1.283533049
2010-10-18_16;1.468226013
2010-10-18_17;1.423017058
2010-10-18_18;1.626379531
2010-10-18_19;1.806311301
2010-10-18_20;1.785385928
2010-10-18_21;1.72808742
2010-10-18_22;1.670042644
2010-10-18_23;1.465176972
2010-10-19_00;1.015626866
2010-10-19_01;0.753724947
2010-10-19_02;0.575430704
2010-10-19_03;0.515264392
2010-10-19_04;0.479675906
2010-10-19_05;0.489059701
2010-10-19_06;0.538759062
2010-10-19_07;0.685579957
2010-10-19_08;1.045968017
2010-10-19_11;1.233063966
2010-10-19_12;1.320223881
2010-10-19_13;1.423002132
2010-10-19_14;1.408492537
2010-10-19_15;1.274575693
2010-10-19_16;1.334255864
2010-10-19_17;1.343727079
2010-10-19_18;1.602607676
2010-10-19_19;1.795746269
2010-10-19_20;1.89193177
2010-10-19_21;1.78198081
2010-10-19_22;1.690385928
2010-10-19_23;1.490034115
2010-10-20_00;1.004752665
2010-10-20_01;0.758940299
2010-10-20_02;0.563929638
2010-10-20_03;0.488904051
2010-10-20_04;0.465319829
2010-10-20_05;0.474179104
2010-10-20_06;0.515750533
2010-10-20_07;0.676405117
2010-10-20_08;1.138234542
2010-10-20_09;1.185720682
2010-10-20_10;1.152196162
2010-10-20_11;1.29826226
2010-10-20_12;1.240678038
2010-10-20_13;1.388364606
2010-10-20_14;1.237240938
2010-10-20_15;1.309430704
2010-10-20_16;1.353268657
2010-10-20_17;1.357426439
2010-10-20_18;1.472884861
2010-10-20_19;1.656407249
2010-10-20_20;1.763215352
2010-10-20_21;1.738181237
2010-10-20_22;1.686151386
2010-10-20_23;1.389761194
2010-10-21_00;1.053501066
2010-10-21_01;0.683490405
2010-10-21_02;0.550027719
2010-10-21_03;0.494831557
2010-10-21_04;0.471646055
2010-10-21_05;0.474313433
2010-10-21_06;0.512206823
2010-10-21_07;0.638027719
2010-10-21_08;1.064791045
2010-10-21_09;1.124449893
2010-10-21_10;1.135948827
2010-10-21_11;1.12545629
2010-10-21_12;1.16349467
2010-10-21_13;1.356590618
2010-10-21_14;1.296633262
2010-10-21_15;1.232761194
2010-10-21_16;1.36693177
2010-10-21_17;1.33198081
2010-10-21_18;1.48563113
2010-10-21_19;1.695959488
2010-10-21_20;1.784530917
2010-10-21_21;1.828671642
2010-10-21_22;1.764616205
2010-10-21_23;1.4445629
2010-10-22_00;1.097162047
2010-10-22_01;0.741714286
2010-10-22_02;0.57993177
2010-10-22_03;0.498735608
2010-10-22_04;0.478452026
2010-10-22_06;0.541430704
2010-10-22_07;0.64503838
2010-10-22_08;1.149260128
2010-10-22_09;1.119895522
2010-10-22_10;1.20330064
2010-10-22_11;1.208219616
2010-10-22_12;1.270321962
2010-10-22_13;1.438968017
2010-10-22_14;1.348439232
2010-10-22_15;1.377366738
2010-10-22_16;1.432157783
2010-10-22_17;1.526181237
2010-10-22_18;1.70969936
2010-10-22_19;1.859565032
2010-10-22_20;1.821257996
2010-10-22_21;1.772398721
2010-10-22_22;1.692501066
2010-10-22_23;1.420761194
2010-10-23_00;1.124997868
2010-10-23_01;0.826569296
2010-10-23_02;0.642464819
2010-10-23_03;0.543439232
2010-10-23_04;0.515206823
2010-10-23_05;0.524347548
2010-10-23_06;0.530594883
2010-10-23_07;0.56884435
2010-10-23_08;0.74298081
2010-10-23_09;1.033731343
2010-10-23_10;1.247466951
2010-10-23_11;1.360761194
2010-10-23_12;1.507940299
2010-10-23_13;1.654526652
2010-10-23_14;1.555255864
2010-10-23_15;1.363102345
2010-10-23_16;1.35606823
2010-10-23_17;1.462707889
2010-10-23_18;1.550390192
2010-10-23_20;1.732626866
2010-10-23_21;1.642522388
2010-10-23_22;1.602968017
2010-10-23_23;1.431933902
2010-10-24_00;1.119029851
2010-10-24_01;0.787748401
2010-10-24_02;0.641498934
2010-10-24_03;0.555238806
2010-10-24_04;0.511997868
2010-10-24_05;0.514439232
2010-10-24_06;0.508948827
2010-10-24_07;0.533667377
2010-10-24_08;0.633748401
2010-10-24_09;0.936526652
2010-10-24_10;1.268618337
2010-10-24_11;1.532
2010-10-24_13;2.067066098
2010-10-24_14;1.880872068
2010-10-24_15;1.656660981
2010-10-24_16;1.465513859
2010-10-24_17;1.30365032
2010-10-24_18;1.382622601
2010-10-24_19;1.677823028
2010-10-24_20;1.649918977
2010-10-24_21;1.647605544
2010-10-24_22;1.589897655
2010-10-24_23;1.409626866
2010-10-25_00;1.132115139
2010-10-25_01;0.856360341
2010-10-25_02;0.69026226
2010-10-25_03;0.608055437
2010-10-25_04;0.528031983
2010-10-25_05;0.526400853
2010-10-25_06;0.534507463
2010-10-25_07;0.555183369
2010-10-25_08;0.660347548
2010-10-25_09;0.929859275
2010-10-25_10;1.126304904
2010-10-25_11;1.447569296
2010-10-25_12;1.632993603
2010-10-25_13;1.854324094
2010-10-25_14;1.688795309
2010-10-25_15;1.443974414
2010-10-25_16;1.421965885
2010-10-25_17;1.493675906
2010-10-25_18;1.59080597
2010-10-25_19;1.795466951
2010-10-25_20;1.776660981
2010-10-25_21;1.757247335
2010-10-25_22;1.624705757
2010-10-25_23;1.437938166
2010-10-26_01;0.774493617
2010-10-26_02;0.6088
2010-10-26_03;0.533906383
2010-10-26_04;0.483668085
2010-10-26_05;0.513589362
2010-10-26_06;0.530695745
2010-10-26_07;0.581876596
2010-10-26_08;0.816670213
2010-10-26_09;1.047065957
2010-10-26_10;1.239765957
2010-10-26_11;1.345461702
2010-10-26_12;1.414887234
2010-10-26_13;1.608793617
2010-10-26_14;1.520931915
2010-10-26_15;1.424789362
2010-10-26_16;1.462074468
2010-10-26_17;1.491321277
2010-10-26_18;1.714987234
2010-10-26_19;1.864221277
2010-10-26_20;1.751491489
2010-10-26_21;1.678704255
2010-10-26_22;1.638985106
2010-10-26_23;1.491282979
2010-10-27_00;1.114488273
2010-10-27_01;0.819228145
2010-10-27_02;0.622168443
2010-10-27_03;0.543603412
2010-10-27_04;0.475810235
2010-10-27_07;0.589078891
2010-10-27_08;0.830036247
2010-10-27_09;1.054008529
2010-10-27_10;1.172302772
2010-10-27_11;1.286215352
2010-10-27_12;1.49154371
2010-10-27_13;1.545398721
2010-10-27_14;1.476202559
2010-10-27_15;1.373884861
2010-10-27_16;1.398469083
2010-10-27_17;1.535223881
2010-10-27_18;1.64078678
2010-10-27_19;1.862671642
2010-10-27_20;1.798833689
2010-10-27_21;1.74830064
2010-10-27_22;1.668253731
2010-10-27_23;1.421063966
2010-10-28_00;1.141790598
2010-10-28_01;0.806807692
2010-10-28_02;0.590153846
2010-10-28_03;0.509529915
2010-10-28_04;0.494632479
2010-10-28_05;0.487423077
2010-10-28_06;0.516232906
2010-10-28_07;0.597794872
2010-10-28_08;0.783950855
2010-10-28_09;1.106818376
2010-10-28_10;1.283262821
2010-10-28_11;1.415628205
2010-10-28_12;1.470871795
2010-10-28_13;1.648544872
2010-10-28_14;1.441619658
2010-10-28_15;1.421149573
2010-10-28_16;1.417211538
2010-10-28_17;1.509711538
2010-10-28_18;1.705675214
2010-10-28_19;1.822931624
2010-10-28_20;1.713863248
2010-10-28_21;1.727596154
2010-10-28_22;1.684538462
2010-10-28_23;1.52567735
2010-10-29_00;1.191491453
2010-10-29_01;0.81991453
2010-10-29_02;0.603111111
2010-10-29_03;0.518617521
2010-10-29_04;0.496235043
2010-10-29_05;0.528179487
2010-10-29_06;0.534241453
2010-10-29_07;0.647220085
2010-10-29_08;0.806467949
2010-10-29_09;1.093619658
2010-10-29_10;1.289061966
2010-10-29_11;1.312282051
2010-10-29_12;1.4765
2010-10-29_13;1.55342735
2010-10-29_14;1.446134615
2010-10-29_15;1.454863248
2010-10-29_16;1.428517094
2010-10-29_17;1.401502137
2010-10-29_18;1.555805556
2010-10-29_19;1.85307906
2010-10-29_20;1.767367521
2010-10-29_21;1.716818376
2010-10-29_22;1.616619658
2010-10-29_23;1.515628205
2010-10-30_00;1.202348291
2010-10-30_01;0.838478632
2010-10-30_02;0.649882479
2010-10-30_03;0.543799145
2010-10-30_04;0.504715812
2010-10-30_05;0.499508547
2010-10-30_06;0.51609188
2010-10-30_07;0.547690171
2010-10-30_08;0.693803419
2010-10-30_09;0.939873932
2010-10-30_10;1.276527778
2010-10-30_11;1.353807692
2010-10-30_12;1.532594017
2010-10-30_13;1.79016453
2010-10-30_14;1.688504274
2010-10-30_15;1.507282051
2010-10-30_16;1.449997863
2010-10-30_17;1.539940171
2010-10-30_18;1.695534188
2010-10-30_19;1.956111111
2010-10-30_20;1.888228632
2010-10-30_21;1.781608974
2010-10-30_22;1.702416667
2010-10-30_23;1.467882479
2010-10-31_00;1.555224359
2010-10-31_01;1.302916667
2010-10-31_03;0.532606838
2010-10-31_04;0.513254274
2010-10-31_05;0.502053419
2010-10-31_06;0.515876068
2010-10-31_07;0.577126068
2010-10-31_08;0.738963675
2010-10-31_09;1.068173077
2010-10-31_10;1.45450641
2010-10-31_12;1.874974359
2010-10-31_13;1.969384615
2010-10-31_14;1.83559188
2010-10-31_15;1.71807906
2010-10-31_16;1.553760684
2010-10-31_17;1.574826923
2010-10-31_18;1.649395299
2010-10-31_19;1.706215812
2010-10-31_20;1.582547009
2010-10-31_21;1.607739316
2010-10-31_22;1.513032051
2010-10-31_23;1.333094017
2010-11-01_00;1.074331197
2010-11-01_02;0.585816239
2010-11-01_03;0.513942308
2010-11-01_04;0.521337607
2010-11-01_05;0.495463675
2010-11-01_06;0.517149573
2010-11-01_07;0.678938034
2010-11-01_08;1.034339744
2010-11-01_09;1.102194444
2010-11-01_10;1.17792094
2010-11-01_11;1.312549145
2010-11-01_12;1.443534188
2010-11-01_13;1.565809829
2010-11-01_14;1.558955128
2010-11-01_15;1.449029915
2010-11-01_16;1.501463675
2010-11-01_17;1.658570513
2010-11-01_18;1.971036325
2010-11-01_19;2.003382479
2010-11-01_20;1.835115385
2010-11-01_21;1.810474359
2010-11-01_22;1.62575
2010-11-01_23;1.375715812
2010-11-02_00;1.041344017
2010-11-02_01;0.763643162
2010-11-02_02;0.583111111
2010-11-02_03;0.505696581
2010-11-02_05;0.475606838
2010-11-02_06;0.508570513
2010-11-02_07;0.653252137
2010-11-02_08;1.099207265
2010-11-02_09;1.186185897
2010-11-02_10;1.148615385
2010-11-02_11;1.17941453
2010-11-02_12;1.213961538
2010-11-02_13;1.435012821
2010-11-02_14;1.464636752
2010-11-02_15;1.425961538
2010-11-02_16;1.497995726
2010-11-02_17;1.692350427
2010-11-02_18;1.916149573
2010-11-02_19;1.868651709
2010-11-02_20;1.822463675
2010-11-02_21;1.750431624
2010-11-02_22;1.693358974
2010-11-02_23;1.449023504
2010-11-03_00;1.06617773
2010-11-03_01;0.7244197
2010-11-03_03;0.486498929
2010-11-03_04;0.496406852
2010-11-03_05;0.480143469
2010-11-03_06;0.526541756
2010-11-03_07;0.670368308
2010-11-03_08;1.057518201
2010-11-03_09;1.129817987
2010-11-03_10;1.094447537
2010-11-03_11;1.26533833
2010-11-03_12;1.455770878
2010-11-03_13;1.519531049
2010-11-03_14;1.427826552
2010-11-03_15;1.413963597
2010-11-03_16;1.570175589
2010-11-03_17;1.793346895
2010-11-03_18;1.948728051
2010-11-03_19;1.900942184
2010-11-03_20;1.93733833
2010-11-03_21;1.899017131
2010-11-03_22;1.686122056
2010-11-03_23;1.454715203
2010-11-04_00;1.098298283
2010-11-04_01;0.796626609
2010-11-04_03;0.508049356
2010-11-04_04;0.50094206
2010-11-04_06;0.511418455
2010-11-04_07;0.661757511
2010-11-04_08;1.00794206
2010-11-04_10;1.167538627
2010-11-04_11;1.141141631
2010-11-04_12;1.259892704
2010-11-04_13;1.455517167
2010-11-04_14;1.383197425
2010-11-04_15;1.394296137
2010-11-04_16;1.481845494
2010-11-04_17;1.682542918
2010-11-04_18;1.927611588
2010-11-04_19;1.864319742
2010-11-04_20;1.749830472
2010-11-04_21;1.780504292
2010-11-04_22;1.689667382
2010-11-04_23;1.471959227
2010-11-05_00;1.159464668
2010-11-05_01;0.783826552
2010-11-05_02;0.598259101
2010-11-05_03;0.499002141
2010-11-05_04;0.488329764
2010-11-05_05;0.480447537
2010-11-05_06;0.529141328
2010-11-05_07;0.718391863
2010-11-05_08;1.028561028
2010-11-05_09;1.221740899
2010-11-05_10;1.203190578
2010-11-05_11;1.180092077
2010-11-05_12;1.229659529
2010-11-05_13;1.345569593
2010-11-05_14;1.325156317
2010-11-05_15;1.354079229
2010-11-05_16;1.566269807
2010-11-05_17;1.715710921
2010-11-05_18;1.966882227
2010-11-05_19;1.888531049
2010-11-05_20;1.840156317
2010-11-05_21;1.772704497
2010-11-05_22;1.710199143
2010-11-05_23;1.48767666
2010-11-06_00;1.145869379
2010-11-06_01;0.861591006
2010-11-06_02;0.692216274
2010-11-06_03;0.557278373
2010-11-06_04;0.510920771
2010-11-06_05;0.494366167
2010-11-06_06;0.491873662
2010-11-06_07;0.563340471
2010-11-06_08;0.746916488
2010-11-06_09;1.048055675
2010-11-06_10;1.303471092
2010-11-06_11;1.463537473
2010-11-06_12;1.474875803
2010-11-06_13;1.664453961
2010-11-06_14;1.672372591
2010-11-06_15;1.606475375
2010-11-06_16;1.587850107
2010-11-06_17;1.814231263
2010-11-06_18;2.066014989
2010-11-06_19;1.938351178
2010-11-06_20;1.829098501
2010-11-06_21;1.721518201
2010-11-06_22;1.668137045
2010-11-06_23;1.400173448
2010-11-07_00;1.052396146
2010-11-07_01;0.859411135
2010-11-07_02;0.688543897
2010-11-07_03;0.593460385
2010-11-07_04;0.549235546
2010-11-07_05;0.510599572
2010-11-07_06;0.524824411
2010-11-07_07;0.546134904
2010-11-07_08;0.685880086
2010-11-07_09;0.905800857
2010-11-07_10;1.215111349
2010-11-07_11;1.563400428
2010-11-07_12;1.744346895
2010-11-07_13;2.002100642
2010-11-07_14;1.839550321
2010-11-07_15;1.709130621
2010-11-07_16;1.767340471
2010-11-07_17;1.821826552
2010-11-07_18;1.885438972
2010-11-07_19;1.955974304
2010-11-07_20;1.867695931
2010-11-07_21;1.855655246
2010-11-07_22;1.69227409
2010-11-07_23;1.378862955
2010-11-08_00;1.075235546
2010-11-08_01;0.743552463
2010-11-08_02;0.557616702
2010-11-08_03;0.49369379
2010-11-08_04;0.489625268
2010-11-08_05;0.50732334
2010-11-08_06;0.528730193
2010-11-08_07;0.651385439
2010-11-08_08;0.998438972
2010-11-08_10;1.200441113
2010-11-08_11;1.301197002
2010-11-08_12;1.242961456
2010-11-08_13;1.500102784
2010-11-08_14;1.471706638
2010-11-08_15;1.45509636
2010-11-08_16;1.545346895
2010-11-08_17;1.808533191
2010-11-08_18;2.019179872
2010-11-08_19;1.914698073
2010-11-08_20;1.913764454
2010-11-08_21;1.876695931
2010-11-08_22;1.72612848
2010-11-08_23;1.480702355
2010-11-09_00;1.187385439
2010-11-09_01;0.791436831
2010-11-09_02;0.591820128
2010-11-09_03;0.509085653
2010-11-09_04;0.481246253
2010-11-09_05;0.491087794
2010-11-09_06;0.527880086
2010-11-09_07;0.699040685
2010-11-09_08;1.078702355
2010-11-09_09;1.179858672
2010-11-09_10;1.184381156
2010-11-09_11;1.23651606
2010-11-09_12;1.337021413
2010-11-09_13;1.54696788
2010-11-09_14;1.503010707
2010-11-09_15;1.531595289
2010-11-09_16;1.562755889
2010-11-09_17;1.80443469
2010-11-09_18;2.064057816
2010-11-09_19;1.919342612
2010-11-09_20;1.823862955
2010-11-09_21;1.84454818
2010-11-09_22;1.735316916
2010-11-09_23;1.564289079
2010-11-10_00;1.134730193
2010-11-10_01;0.774012848
2010-11-10_02;0.572826552
2010-11-10_03;0.511892934
2010-11-10_04;0.519655246
2010-11-10_06;0.536608137
2010-11-10_07;0.708511777
2010-11-10_08;1.050556745
2010-11-10_09;1.268567452
2010-11-10_10;1.209623126
2010-11-10_11;1.327368308
2010-11-10_12;1.378631692
2010-11-10_13;1.484224839
2010-11-10_14;1.358571734
2010-11-10_15;1.346526767
2010-11-10_16;1.502460385
2010-11-10_17;1.851627409
2010-11-10_18;1.984192719
2010-11-10_19;1.894229122
2010-11-10_20;1.90412848
2010-11-10_21;1.860211991
2010-11-10_23;1.472895075
2010-11-11_00;1.077
2010-11-11_01;0.794865096
2010-11-11_02;0.636102784
2010-11-11_03;0.555109208
2010-11-11_04;0.510689507
2010-11-11_05;0.509768737
2010-11-11_06;0.545907923
2010-11-11_07;0.697252677
2010-11-11_08;1.059269807
2010-11-11_09;1.254460385
2010-11-11_10;1.151147752
2010-11-11_11;1.158471092
2010-11-11_12;1.258672377
2010-11-11_13;1.334556745
2010-11-11_14;1.346860814
2010-11-11_15;1.476381156
2010-11-11_16;1.632586724
2010-11-11_17;1.819449679
2010-11-11_18;1.945734475
2010-11-11_19;1.887492505
2010-11-11_20;1.87169379
2010-11-11_21;1.894229122
2010-11-11_22;1.726734475
2010-11-11_23;1.413068522
2010-11-12_00;1.144601713
2010-11-12_01;0.744961456
2010-11-12_02;0.599700214
2010-11-12_03;0.52961242
2010-11-12_04;0.523601713
2010-11-12_05;0.506719486
2010-11-12_06;0.553029979
2010-11-12_07;0.738432548
2010-11-12_08;1.065229122
2010-11-12_09;1.251698073
2010-11-12_10;1.223201285
2010-11-12_11;1.125635974
2010-11-12_12;1.168351178
2010-11-12_13;1.285728051
2010-11-12_14;1.312740899
2010-11-12_15;1.447837259
2010-11-12_17;1.77530621
2010-11-12_18;1.967931478
2010-11-12_20;1.880730193
2010-11-12_21;1.827747323
2010-11-12_22;1.618743041
2010-11-12_23;1.476139186
2010-11-13_00;1.212379015
2010-11-13_01;0.859511777
2010-11-13_02;0.666171306
2010-11-13_03;0.599657388
2010-11-13_04;0.544674518
2010-11-13_05;0.517702355
2010-11-13_06;0.513072805
2010-11-13_07;0.559368308
2010-11-13_08;0.75662955
2010-11-13_09;1.056736617
2010-11-13_10;1.216055675
2010-11-13_11;1.417353319
2010-11-13_13;1.704087794
2010-11-13_14;1.654280514
2010-11-13_15;1.609391863
2010-11-13_16;1.68962955
2010-11-13_17;1.802905782
2010-11-13_18;2.066762313
2010-11-13_19;2.021614561
2010-11-13_20;1.860850107
2010-11-13_21;1.781509636
2010-11-13_22;1.590770878
2010-11-13_23;1.440237687
2010-11-14_00;1.176141328
2010-11-14_01;0.892286938
2010-11-14_03;0.622389722
2010-11-14_04;0.59737045
2010-11-14_05;0.544496788
2010-11-14_06;0.528715203
2010-11-14_08;0.718901499
2010-11-14_09;1.016087794
2010-11-14_10;1.383618844
2010-11-14_11;1.64643469
2010-11-14_12;1.722798715
2010-11-14_13;1.929683084
2010-11-14_14;1.842760171
2010-11-14_15;1.642220557
2010-11-14_16;1.648233405
2010-11-14_17;1.857062099
2010-11-14_18;1.940169165
2010-11-14_19;2.011715203
2010-11-14_20;2.000830835
2010-11-14_21;1.807929336
2010-11-14_22;1.731107066
2010-11-14_23;1.482541756
